"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","찾아오시는 길","업소정보","자랑거리","추천수","기준년월","업소 사진"
"00010411","윤군스튜디오","013","기타서비스업","서울특별시 서울특별시 성북구 성북로4길 52 한진한신아파트 상가 스카이프라자 동관 802호","0507-1309-9660","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241014164653.JPG"
"00010353","청주삼겹살","001","한식","서울특별시 서울 노원구 석계로7길 13 ","02-941-8085","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240903140156.jpg"
"00009511","채움","001","한식","서울특별시 서울 광진구 군자로 104-1","02-462-8859","null"," ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20210914165816.jpg"
"00009512","옥돌바베큐","004","기타외식업","서울특별시 서울 광진구 군자로 138"," -","null","   ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20210914165923.jpg"
"00009514","달디빈","004","기타외식업","서울특별시 서울 광진구 능동로39길 11","-","null"," ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20210914170113.jpg"
"00009689","양컷퍼드업헤어샵","005","이미용","서울특별시 서울 광진구 뚝섬로 622-1, 2층","02-454-4447","null","null ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230209163954.jpg"
"00009692","정은정헤어샵","005","이미용","서울특별시 서울 광진구 자양로28길 10","-","null","　   ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230316155405.JPG"
"00009695","보리&치킨","004","기타외식업","서울특별시 서울 광진구 군자로 175","-","null","　     ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230316142347.JPG"
"00009698","자이헤어","005","이미용","서울특별시 서울 광진구 광나루로52길 44-1","02-457-9151","null","　   ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230210110124.jpg"
"00009854","착한 미용실 원.투.쓰리","005","이미용","서울특별시 관악구 남부순환로 1620, 3층","02-424-2565","null","영업시간 : 월~토요일 0 10:30~21:00                   일요일  11:00~19:00                             휴무일 : 없음 카드 : 가능 주차 : 불가    ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230731132336.jpg"
"00009855","착한생칼국수","001","한식","서울특별시 관악구 관천로 49","없음","null","영업시간 : 10:00~21:00                   매월 둘？주 화 휴무 카드 : 가능 주차 : 불가","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230731132618.jpg"
"00009856","챔프골프연습장","013","기타서비스업","서울특별시 관악구 남부순환로 1932 지하1층","02-874-0287","","영업시간 : 월~금 9:00~23:00                   토~일 10:00~18:00 휴무일 :  없음 카드 : 가능 주차 : 불가","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230731132836.PNG"
"00010196","고추장불고기(행복한밥상)","001","한식","서울특별시 구로구 신도림로11다길 10","","null","null ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009859","코알라김밥","001","한식","서울특별시 서울 관악구 조원로16길 34","02-867-9978","null","영업시간 : 7:30~20:00 카드 : 가능 주차 : 불가 ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230731134401.jpg"
"00010014","할머니토스트","004","기타외식업","서울특별시 서울 도봉구 덕릉로60다길 15","","","영업시간: 11:00~20:00","토스트 두께가 두껍고 가격도 싸고 맛있는 토스트 가게입니다.","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240103153007.jpg"
"00010059","크러스트","004","기타외식업","서울특별시 서초구 서초대로51길 30","07041233899","아크로비스타, 삼풍 아파트 입구 근처","영업시간 : 월~토 09:00-19:00(소진시 마감) 좌석수 : 휴무일 : 매주 일 배달 : O 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240213103116.png"
"00010060","밥심","001","한식","서울특별시 서초구 사임당로 178, 지하1층 106호","02-598-7408","우성아파트 앞 사거리에서 파리바게트 오른쪽으로 30m가량 직진하시면 서초이즈타워있음. (서초청소년도서관 버스정류장 앞) 해당 건물 지하 1층 106호에 위치.","영업시간 : 월~토 10:00-15:30 좌석수 : 휴무일 : 매주 일 배달 : O 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240213104710.png"
"00010184","조선설렁탕","001","한식","서울특별시 서울 서대문구 통일로 476 1층 17호","02-394-3334","","영업시간 : 8시~22시 /휴무:x)배달,주차X 휴무일 : 없음 배달 : x 주차 : x 기타 :","만원의행복(설농탕+소주=만원)","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240626102904.jpg"
"00010197","아이엠요거트","013","기타서비스업","서울특별시 구로구 구로중앙로19나길 7","","","10,000원이상 구매시 전제품 10% 할인","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010314","유진아구찜","001","한식","서울특별시 서대문구 통일로 484, 1층 F열 39,40호(홍제동)","0507-1333-2428","","영업시간 : 11시~22시, 21시 라스트오더","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240813144130.jpg"
"00010336","다옴감자탕 양평해장국","001","한식","서울특별시 서울 동대문구 전농로 91 (답십리동)","02-2244-8500","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240828175315.jpg"
"00010356","용궁","002","중식","서울특별시 서울 중랑구 봉우재로5길 16","02-437-2007","","배달 : X ","저렴한 가격으로 즐길 수 있는 업소입니다. 친절해서 아이들과 가도 좋습니다.","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240903142415.jpg"
"00010357","미스터왕","002","중식","서울특별시 서울 중랑구 신내로 225, 디아뜨갤러리 113호","02-3423-3318","","영업시간 : 11:30~21:00 휴무일 : 일요일 배달 : X 주차 : 공용주차장, 지하주차장 이용 가능","주문 즉시 만들어 주는 음식들이 맛있습니다. 홀도 넓어 가족모임하기에도 좋습니다.","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240903142905.jpg"
"00010373","할루우 치킨","004","기타외식업","서울특별시 서울 성동구 용답19길 10-2","02-2244-6020","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010374","맹꽁이","004","기타외식업","서울특별시 서울 성동구 용답중앙25길 1","02-2214-9996","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010375","코너스톤","004","기타외식업","서울특별시 서울 성동구 용답길 169-1","02-2249-9445","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010376","엘닷","003","경양식/일식","서울특별시 서울 성동구 성수일로12길 20,103호","02-469-4003","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009997","구름초밥","003","경양식/일식","서울특별시 서울특별시 광진구 뚝섬로 678, 1층 (자양동)","02-6212-0678","null","null ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231220161201.png"
"00009998","무한정수제돈가스","003","경양식/일식","서울특별시 서울특별시 광진구 군자로 102, 1층 (군자동)","02-469-3122","null","null   ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231220161232.jpg"
"00009999","스시붐","003","경양식/일식","서울특별시 서울특별시 광진구 광나루로17길 14-5 (군자동)","02-466-6077","null","null ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231220161258.jpg"
"00010000","위락","001","한식","서울특별시 서울특별시 광진구 능동로16길 50, 1층 (화양동)","-","null","null ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231220161331.jpg"
"00010001","하루","003","경양식/일식","서울특별시 서울특별시 광진구 능동로16길 60, 1층 (화양동)","-","null","null  ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231220161354.jpg"
"00010244","효자왕족발","001","한식","서울특별시 서울 종로구 자하문로 31-2","02-735-7601","경복궁역 2번 출구 200m 직진, 우리은행 건물바로옆에 위치","영업시간 : 매일 10:00~23:00 예약 : 가능 카드 : 가능 홈페이지 주소 : www.instagram.com/seochonhotpot  ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240729155245.png"
"00010303","포케박스 해방촌점","004","기타외식업","서울특별시 서울 용산구 소월로20길 28-1","0507-1362-8107","대로변에서 보면 1층입니다.","영업시간 :월~금 10:30-21:00(14:30-17:00 브레이크타임),                   토~일 10:30-14:30 ","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240812130426.JPG"
"00010305","원조보리밥수제비","001","한식","서울특별시 서울 용산구 이태원로14길 24","02-798-4762","","영업시간 : 월~금 11:00~19:00 휴무일 :토,일 ","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240812130751.JPG"
"00010307","5빠떡볶이","001","한식","서울특별시 서울 용산구 후암로 37-1","02-3789-1489","","영업시간 :월~금 11:30-20:00 휴무일 : 토,일 ","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240812131135.JPG"
"00010310","대포항","001","한식","서울특별시 서울 용산구 새창로 116-7","02-3211-3272","","영업시간 :11:00-23:00","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240812131807.JPG"
"00010311","가마골","001","한식","서울특별시 서울 용산구 이촌로75길 16-5","02-794-6489","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240812131925.JPG"
"00010405","미식가","003","경양식/일식","서울특별시 서울 서대문구 가재울로10길 41","02-303-8030","","운영시간10시~21시,휴무:화","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241013175216.jpg"
"00009669","병규네부대찌개","001","한식","서울특별시 서울 구로구 오류로8길 87","02-2060-9095","오류동역 2번 출구에서166m","영업시간 : 11:30-21:30 / 15:30-17:30 브레이크타임 휴무일 : 매주 수요일     ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230201175858.JPG"
"00009764","토방닭한마리","001","한식","서울특별시 서울 관악구 신림로22길 5","02-874-6895","null","영업시간 : 10:00~22:00 카드 : 가능 주차 : 불가 ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230620130552.JPG"
"00009473","언니네헤어샵","005","이미용","서울특별시 서울 도봉구 시루봉로 299","","방학역 1번출구에서 431m","영업시간 : 10:00-20:00      ","내부인테리어가 깔끔하며 비교적 저렴한 가격염색을 할 수 있다는게 특징","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727150244.jpg"
"00009475","짱구네 분식","003","경양식/일식","서울특별시 서울 도봉구 시루봉로 148","02-3491-4366","도봉구 방학3동 신방학중학교 바로 앞","영업시간 : 09:00-21:00      ","메뉴 대부분 저렴하여 학생들이 많이 이용할 수 있는 장점이 있음 주변식당보다 저렴함","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220726165452.jpg"
"00009477","호돈구이","001","한식","서울특별시 서울 도봉구 방학로2길 32","","방학역3번출구에서 516m","영업시간 : 11:00-23:00(브레이크타임 16:00~17:00)  ","국내냉장 삼겹살로 신선하고 저렴한 가격으로 판매","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220722125251.jpg"
"00009479","착한이발관","005","이미용","서울특별시 서울 도봉구 도당로27길 48","","방학역1번출구에서 409m","영업시간 : 08:00-20:00 휴무일 : 매주 월요일    ","커트가격이 저렴하며 단골손님이 많음","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220722131231.jpg"
"00009767","이태리네모면","003","경양식/일식","서울특별시 서울 관악구 남부순환로 1869-6 1층","02-877-4367","null","영업시간 : 11:30~21:00 좌석수 :4 휴무일 : 매주 일요일 카드 : 가능 주차 : 불가 ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230620135133.PNG"
"00009483","짜장마을","002","중식","서울특별시 서울 도봉구 마들로 657","","방학역2번출구에서 197m","영업시간 : 11:30 ~ 21:00         ","방학역 주변에 위치하여 접근성이 뛰어나며 가격이 저렴함","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220722133803.jpg"
"00009771","동화반점","002","중식","서울특별시 서울 관악구 관악로 268","02-874-0611","null","영업시간 : 10:00~22:00 배달 : 가능 카드 : 가능 주차 : 불가  ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230620145229.PNG"
"00009487","멸치국수","001","한식","서울특별시 서울 도봉구 해등로16길 12","02-994-8233","창동역 2번출구에서 690m","영업시간 : 10:30-21:00     ","도봉구보건소 사거리에 위치하며 가격이 저렴하고 맛이 좋음","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220811135327.jpg"
"00009489","김가네국수집","001","한식","서울특별시 서울 도봉구 도봉로153길 51","02-955-1357","방학역 1번출구에서 413m","영업시간 : 11:30 ~ 20:30  토요일 : 11:30 - 19:00 휴무 : 매주 일요일    ","신도봉시장에 위치하였고 점심, 저녁식사시간에는 만석이며 옥수수 물을 서비스를 제공하는데 갈증해소에 최고임","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220722133014.jpg"
"00009789","수미용실","005","이미용","서울특별시 관악구 남부순환로 1534","02-866-2410","null","영업시간 : 10:00~21:00 카드 : 가능 주차 : 불가 ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230630171613.jpg"
"00009792","예소담","001","한식","서울특별시 관악구 호암로24길 56","02-882-9050","null","영업시간 : 09:30~21:00 휴무일 : 매주 수요일 카드 : 가능 주차 : 불가  ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230630172626.jpg"
"00009793","오삼숙이(콩숙이)","001","한식","서울특별시 관악구 대학길 57","0507-1415-5332","null","영업시간 : 16:00~01:00 휴무일 : 매주 월요일 카드 : 가능 주차 : 불가 ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230630173006.jpg"
"00009794","오제커피","004","기타외식업","서울특별시 관악구 신림로21길 39","0507-1332-9435","null","영업시간 : 07:00~21:00 휴무일 : 매월 셋？주 일요일 카드 : 가능 주차 : 불가 ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230630173205.jpg"
"00010214","망원식당","001","한식","서울특별시 서울 마포구 망원로8길 6 1층 일부","02-3144-0848","","영업시간 : 09:00~21:00 배달x,포장 o, 연중무휴 ","저렴한 가격","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240716092646.jpg"
"00009798","임가네칼국수","001","한식","서울특별시 관악구 관악로 237","02-882-2626","null","영업시간 : 10:30~21:00 휴무일 : 둘？ 넷？ 월요일 휴무 카드 : 가능 주차 : 불가  ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230630174657.PNG"
"00009799","정직한명품한우","002","중식","서울특별시 관악구 인헌6길 24","0507-1417-9934","null","영업시간 : 09:00~21:30 카드 : 가능 주차 : 불가  ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230630174801.jpg"
"00009800","종베이커리","004","기타외식업","서울특별시 관악구 난우길 39","02-868-0887","null","영업시간 : 07:00~22:00 카드 : 가능 주차 : 불가 ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230630175018.PNG"
"00009801","짜장면집","002","중식","서울특별시 관악구 신원로 16","070-8210-3345","null","영업시간 : 11:00~20:30 휴무일 : 매주 월요일 휴무 카드 : 가능 주차 : 불가 ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230630175737.PNG"
"00010317","가이오국수","001","한식","서울특별시 서대문구 통일로 37길 15, 1층(홍제동)","02-6338-0925","","영업시간 : 10시~21시, 휴무:일","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240813145342.jpg"
"00010318","더 치킨맨","001","한식","서울특별시 서대문구 통일로 364, 1층(홍제동)","02-722-8280","","영업시간 : 13시~22시30분,휴무:월","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240813145527.jpg"
"00010322","아콘스톨","001","한식","서울특별시 서대문구 신촌역로 17, 1층 110호(대현동, 현대캠퍼빌)","02-364-1301","","영업시간 : 11시~21시,휴무:토","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240813150613.jpg"
"00010323","홍연국수","001","한식","서울특별시 서대문구 홍연길 81, 1층(연희동)","0507-1435-8994","","영업시간 : 11시~20시,휴무:일","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240813150740.jpg"
"00010327","예닮","001","한식","서울특별시 서울 강서구 등촌로39길 17","02-2649-0053","9호선 등촌역 출구에서 719m","영업시간 : 매일 10:30-22:00 배달 : 불가 예약 : 매장(대표전화)에 문의","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240816125731.JPG"
"00010403","꽃백숙","001","한식","서울특별시 서울 종로구 창신길 18","02-9613-2628","동대문역 1번 출구에서 105m","영업시간 : 10:30-21:00  휴무일 : 매주 수요일 좌석수 : 25 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 불가","겨우살이로 육수를 내어 국물이 깔끔하고 남녀노소, 국적불문 좋아하는 맛입니다.","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241011173511.png"
"00010425","정수헤어라인","005","이미용","서울특별시 서울 양천구 중앙로46길 20","02-2698-8978","","","가격이 저렴하고 위생적이며 사장님이 친절하심","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241119212555.jpg"
"00010426","하이얀미용실","005","이미용","서울특별시 서울 양천구 은행정로5길 48-3","없음","","","가격이 저렴하고 위생적이며 사장님이 친절하심","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241119212952.jpg"
"00009467","아!짜장","002","중식","서울특별시 서울 도봉구 도당로 76","","방학동 도깨비시장 앞 ","영업시간 : 11:00-20:30 휴무일 : 화요일    ","방학동 도깨비시장 앞에 위치하고 있으며, 현금가지만 저렴한 가격으로 중식 제공","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220722111752.jpg"
"00009468","화원","002","중식","서울특별시 서울 도봉구 덕릉로59길 93","02-998-8888","쌍문역 2번출구에서 796m","영업시간 : 10:30-20:30    ","창동 주변 중식집보다 훨씬 저렴한 가격에 판매","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220728145220.jpg"
"00009469","홍두깨손칼국수","001","한식","서울특별시 서울 도봉구 도봉산4가길 14","02-3494-0282","1호선 7호선 도봉산역 1번출구에서 468m","영업시간 : 09:00-22:00    ","도봉산 근처에서 등산하면서 내려오는 등산객에게 저렴한 가격에 칼국수 판매","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727145609.jpg"
"00009470","온누리식당","001","한식","서울특별시 서울 도봉구 도봉로159길 11-16","02-955-6652","도봉역 2번출구에서 563m","영업시간 : 08:00-20:00    ","교회 아래에서 불우이웃을 위해 저렴하게 칼국수를 판매","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727145923.jpg"
"00009474","보배네능이백숙","001","한식","서울특별시 서울 도봉구 시루봉로 295-1","02-954-6300","방학역 1번출구에서 490m","영업시간 : 10:00-23:00      ","주변회사에서 회식을 많이하는 업소로 가격이 비교적 저렴","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727145147.jpg"
"00009476","브레쉬에비뉴","004","기타외식업","서울특별시 서울 도봉구 방학로 216","02-955-3799","방학3동 신동아 아파트 사거리에 위치","영업시간 : 08:00-23:00  인스타그램 :  https://instagram.com/breshavenue       ","내부가 넓고 깔끔하며 각종 수제빵 및 아메리카노가 저렴함 쾌적한 공간과 맛있는 빵을 매일 만들어서 신선함","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220726164610.jpg"
"00009478","엄지헤어","005","이미용","서울특별시 서울 도봉구 우이천로4다길 13","02-902-4697","　","영업시간 : 09:00-20:00 휴무일 : 화     ","내부가 깔끔하며 커트 및 파마가격이 저렴함","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220811135417.jpg"
"00009480","머리깎자","005","이미용","서울특별시 서울 도봉구 해등로241-14",""," ","영업시간 :09:30-20:00     ","내부인테리어가 깔끔하고 커트가격이 저렴하여 단골손님이 많음","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727160041.jpg"
"00009971","이문동사진관","013","기타서비스업","서울특별시 서울 동대문구 이문로12길 4-3 (이문동)","","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231207114313.jpg"
"00009484","박리김밥","001","한식","서울특별시 서울 도봉구 덕릉로57길 22","02-907-7002","　","영업시간 : 09:00-21:00     ","신창시장에 위치하였으며 대부분의 메뉴가 저렴하게 형성되었고 맛도 일품임","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220728145057.jpg"
"00009897","메밀꽃","001","한식","서울특별시 서울 노원구 상계로9가길 67","","상계역 4번 출구에서 541m","영업시간 : 11:00 ~ 20:00 휴무일 : 매주 일요일","부드럽고 진한 죽 맛집","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231019093322.jpg"
"00009898","새싹보리밥","001","한식","서울특별시 서울 노원구 동일로217길 58","02-932-8585","노원역 6번출구에서 347m","영업시간 : 11:00 ~ 20:00","반찬이 깔끔하게 나오며 건강한 한 끼를 먹을 수 있는 곳","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231019093447.jpg"
"00009899","샤보이 남성커트","005","이미용","서울특별시 서울 노원구 덕릉로82길 25","02-977-3135","","영업시간 : 09;00 ~ 21:00","남성커트 전문점","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231019093556.jpg"
"00009901","옹골면","001","한식","서울특별시 서울 노원구 상계로 70","02-951-4748","노원역 2번출구에서 9m","영업시간 : 09:00 ~ 09:00","양이 정말 많은 국수전문점","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231019094037.jpg"
"00009902","은행빵집","004","기타외식업","서울특별시 서울 노원구 한글비석로 253","02-931-9289","중계동 은행사거리 우리은행 건물","영업시간 : 08:30 ~ 23:00","속이 꽉 찬 빵 맛집","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231019094223.jpg"
"00010090","헤어스크린","005","이미용","서울특별시 서울 노원구 월계동 320-9","02-972-4232","","영업시간 : 11:00 ~ 18: 00, 휴무 매주 화요일 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010091","레스토랑","005","이미용","서울특별시 서울 노원구 상계동 145-7","02-933-9406","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010125","전주식당","001","한식","서울특별시 (역삼동)강남대로94길 23 B01층","02-555-1853","","영업시간 : 9:00~21:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","강남역 최고 가성비 맛집 ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240618153504.jpg"
"00010095","엄나무닭곰탕","001","한식","서울특별시 서울 노원구 공릉동 604-1","02-949-1677","","영업시간 : 10:30 ~ 18:30 좌석수 : 휴무일 : 공휴일 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010124","이가네김밥마을","001","한식","서울특별시 (일원동)양재대로33길 21","02-3412-2692","","영업시간 :9:00~21:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","다양한 메뉴 저렴한 가격 신선한 재료로 맛을 보장 ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240618153237.jpg"
"00010126","正닭곰탕","001","한식","서울특별시 (도곡동)언주로30길 13 대림아크로텔 지하 11호","02-2187-6358","","영업시간 : 11:00~13:30 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :","닭곰탕 한가지 메뉴로 승부를 보고자 한방재료 사용 건강식 ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240618153719.jpg"
"00010131","리얼클리닝","007","세탁","서울특별시 서울 영등포구 버드나루로20길 6","02-2633-6410","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010132","열빈중화요리","002","중식","서울특별시 서울 영등포구 양평로 126","02-2634-4888","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010134","동남사우나","013","기타서비스업","서울특별시 서울 영등포구 영등포로37길 4, 지하1층","02-2633-2998","null","null ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010137","명동분식","001","한식","서울특별시 서울 영등포구 영중로10길 33","02-2677-8514","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010139","유림각","002","중식","서울특별시 서울 영등포구 영중로3길 12-1","02-6402-8352","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010140","카페오오디","004","기타외식업","서울특별시 서울 영등포구 국제금융로8길 19, 1층","0507-1340-4961","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
